id,source,title,artists,venue_raw,venue_key,venue_name,region,address,lat,lng,start_date,end_date,price,url,thumbnail,status,collected_at
70c22d3ea57f,sema,2026년 한국 근대 거장전 《유영국: 산은 내 안에 있다》,,서울시립미술관 서소문본관,seosomun,서울시립미술관 서소문본관,seoul,서울 중구 덕수궁길 61,37.5641,126.9737,2026-05-19,2026-10-25,무료,,https://sema.seoul.go.kr/common/imgFileView?FILE_ID=1007678,active,2026-07-17T20:39:29Z
0cb19782b1e9,sema,난지미술창작스튜디오 20주년 기념전 《사랑의 기원》,,서울시립미술관 서소문본관,seosomun,서울시립미술관 서소문본관,seoul,서울 중구 덕수궁길 61,37.5641,126.9737,2026-04-30,2026-09-06,무료,,https://sema.seoul.go.kr/common/imgFileView?FILE_ID=1005949,active,2026-07-17T20:39:29Z
70b8760e44b1,sema,가나아트컬렉션 《기술의 저변: 경계에 선 장면들》,,서울시립미술관 서소문본관,seosomun,서울시립미술관 서소문본관,seoul,서울 중구 덕수궁길 61,37.5641,126.9737,2026-04-16,2026-11-22,무료,,https://sema.seoul.go.kr/common/imgFileView?FILE_ID=1003842,active,2026-07-17T20:39:29Z
c266021795f0,sema,SeMA 공용공간 프로젝트 《영원히 교차하는 춤》,,서울시립미술관 서소문본관,seosomun,서울시립미술관 서소문본관,seoul,서울 중구 덕수궁길 61,37.5641,126.9737,2025-08-13,2026-12-31,무료,,https://sema.seoul.go.kr/common/imgFileView?FILE_ID=975877,active,2026-07-17T20:39:29Z
9b407876b9ff,sema,천경자 탄생 100주년 기념 《영혼을 울리는 바람을 향하여》,,서울시립미술관 서소문본관,seosomun,서울시립미술관 서소문본관,seoul,서울 중구 덕수궁길 61,37.5641,126.9737,permanent,permanent,무료,,https://sema.seoul.go.kr/common/imgFileView?FILE_ID=929810,permanent,2026-07-17T20:39:29Z
05518eb66e12,sema,야외조각전시 - 서소문본관,,서울시립미술관 서소문본관,seosomun,서울시립미술관 서소문본관,seoul,서울 중구 덕수궁길 61,37.5641,126.9737,permanent,permanent,무료,,https://sema.seoul.go.kr/common/imgFileView?FILE_ID=962227,permanent,2026-07-17T20:39:29Z
3fa504646d5e,sema,《린 허쉬만 리슨 개인전》 (가제),,서울시립미술관 서소문본관,seosomun,서울시립미술관 서소문본관,seoul,서울 중구 덕수궁길 61,37.5641,126.9737,2026-10-21,2027-02-21,무료,,https://sema.seoul.go.kr/common/imgFileView?FILE_ID=1014132,upcoming,2026-07-17T20:39:34Z
eb101f560b0c,sema,유휴공간 전시 《보편타당한 당신 ― 심이다은》,,서울시립 북서울미술관,bukseoul,서울시립 북서울미술관,seoul,서울 노원구 동일로 1238,37.6409659,127.0667885,2026-06-25,2027-04-11,무료,,https://sema.seoul.go.kr/common/imgFileView?FILE_ID=1012130,active,2026-07-17T20:39:40Z
e6e2f36aab5a,sema,《권병준: 내 마음속에 너는》,,서울시립 북서울미술관,bukseoul,서울시립 북서울미술관,seoul,서울 노원구 동일로 1238,37.6409659,127.0667885,2026-06-11,2027-05-16,무료,,https://sema.seoul.go.kr/common/imgFileView?FILE_ID=1011451,active,2026-07-17T20:39:40Z
178507deee9d,sema,유휴공간 프로젝트 전시 《몸을 위한 간주곡 ― 소목장세미》,,서울시립 북서울미술관,bukseoul,서울시립 북서울미술관,seoul,서울 노원구 동일로 1238,37.6409659,127.0667885,2026-04-02,2027-05-30,무료,,https://sema.seoul.go.kr/common/imgFileView?FILE_ID=1003457,active,2026-07-17T20:39:40Z
248386c2dcad,sema,야외조각전시 - 북서울미술관,,서울시립 북서울미술관,bukseoul,서울시립 북서울미술관,seoul,서울 노원구 동일로 1238,37.6409659,127.0667885,permanent,permanent,무료,,https://sema.seoul.go.kr/common/imgFileView?FILE_ID=962731,permanent,2026-07-17T20:39:40Z
8393cd50e1fe,sema,서울시립 서서울미술관 개관 특별 미디어 소장품전 《서서울의 투명한 |청소년| 기계》,,서울시립 서서울미술관,seoseoul,서울시립 서서울미술관,seoul,서울 금천구 시흥대로73길 70,37.4577976,126.8954095,2026-05-14,2026-07-26,무료,,https://sema.seoul.go.kr/common/imgFileView?FILE_ID=1008266,active,2026-07-17T20:39:46Z
82851de12c06,sema,서서울미술관 개관특별전 《우리의 시간은 여기서부터》,,서울시립 서서울미술관,seoseoul,서울시립 서서울미술관,seoul,서울 금천구 시흥대로73길 70,37.4577976,126.8954095,2026-03-12,2026-07-26,무료,,https://sema.seoul.go.kr/common/imgFileView?FILE_ID=1008224,active,2026-07-17T20:39:46Z
9bef1cc22873,sema,SeMA 프로젝트V_얄루,,서울시립 서서울미술관,seoseoul,서울시립 서서울미술관,seoul,서울 금천구 시흥대로73길 70,37.4577976,126.8954095,2026-03-12,2026-07-26,무료,,https://sema.seoul.go.kr/common/imgFileView?FILE_ID=1008938,active,2026-07-17T20:39:46Z
fb34afaed9b4,sema,서울시립 서서울미술관 미디어 작가전 《김희천: 두더지들》,,서울시립 서서울미술관,seoseoul,서울시립 서서울미술관,seoul,서울 금천구 시흥대로73길 70,37.4577976,126.8954095,2026-08-20,2026-11-08,무료,,https://sema.seoul.go.kr/common/imgFileView?FILE_ID=1015413,upcoming,2026-07-17T20:39:50Z
383071b3c068,sema,권진규의 영원한 집,,서울시립 남서울미술관,namseoul,서울시립 남서울미술관,seoul,서울 관악구 남부순환로 2076,37.4760645,126.9795205,permanent,permanent,무료,,https://sema.seoul.go.kr/common/imgFileView?FILE_ID=883715,permanent,2026-07-17T20:39:56Z
9058465a96fe,sema,2026년 한국 대표 조각가전 《조숙진: 지나가는 자리》,,서울시립 남서울미술관,namseoul,서울시립 남서울미술관,seoul,서울 관악구 남부순환로 2076,37.4760645,126.9795205,2026-07-29,2026-11-15,무료,,https://sema.seoul.go.kr/common/imgFileView?FILE_ID=1013845,upcoming,2026-07-17T20:40:01Z
df9472b8ba0b,sema,《마틴 파 : We Are Martin Parr》,,서울시립 사진미술관,photosema,서울시립 사진미술관,seoul,서울 도봉구 마들로13길 68,37.655482,127.0487773,2026-07-16,2026-10-18,무료,,https://sema.seoul.go.kr/common/imgFileView?FILE_ID=1014363,active,2026-07-17T20:40:06Z
daff611d7dd1,sema,알렉사에게,,서울시립 미술아카이브,art_archive,서울시립 미술아카이브,seoul,서울 종로구 평창문화로 101,37.6078975,126.9719266,2026-03-26,2026-07-26,무료,,https://sema.seoul.go.kr/common/imgFileView?FILE_ID=1005102,active,2026-07-17T20:40:12Z
7073930f8a0f,sema,2026 SeMA-프로젝트 A,,서울시립 미술아카이브,art_archive,서울시립 미술아카이브,seoul,서울 종로구 평창문화로 101,37.6078975,126.9719266,permanent,permanent,무료,,https://sema.seoul.go.kr/common/imgFileView?FILE_ID=1009561,permanent,2026-07-17T20:40:12Z
41d9d8807366,sema,야외조각전시 - 난지미술창작스튜디오,,서울시립 난지미술창작스튜디오,nanji,서울시립 난지미술창작스튜디오,seoul,서울 마포구 하늘공원로 108-1,37.5704,126.8757,permanent,permanent,무료,,https://sema.seoul.go.kr/common/imgFileView?FILE_ID=980140,permanent,2026-07-17T20:40:19Z
6e564d4dadda,sema,《메가트론 랩소디》,,서울시립 백남준을 기억하는 집,paik_house,서울시립 백남준을 기억하는 집,seoul,서울 종로구 창신길 197,37.5778,127.0117,permanent,permanent,무료,,https://sema.seoul.go.kr/common/imgFileView?FILE_ID=977823,permanent,2026-07-17T20:40:25Z
70be8a707221,sema,"2026 투어링 케이-아츠 《아마도, 모두 우리》",,주워싱턴한국문화원,unknown,주워싱턴한국문화원,unknown,,,,2026-06-17,2026-08-11,무료,,https://sema.seoul.go.kr/common/imgFileView?FILE_ID=1012158,active,2026-07-17T20:40:31Z
2678164ddd09,sema,서울시청 신청사 SeMA 컬렉션 라운지 2호,,서울시청 신청사,unknown,서울시청 신청사,unknown,,,,permanent,permanent,무료,,https://sema.seoul.go.kr/common/imgFileView?FILE_ID=926135,permanent,2026-07-17T20:40:31Z
